# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 226600    9.66e-02  9.07e-02    5.88e-04  6.57e-04    4.79e-02  4.49e-02    3.0e-06
 226700    9.78e-02  9.88e-02    1.28e-03  1.27e-03    4.79e-02  4.84e-02    3.0e-06
 226800    9.64e-02  9.06e-02    3.69e-04  1.24e-05    4.79e-02  4.51e-02    3.0e-06
 226900    9.64e-02  9.56e-02    3.94e-04  2.00e-04    4.79e-02  4.75e-02    3.0e-06
 227000    9.64e-02  9.75e-02    3.95e-04  1.00e-04    4.79e-02  4.85e-02    3.0e-06
 227100    9.67e-02  9.76e-02    4.11e-04  3.23e-05    4.81e-02  4.86e-02    3.0e-06
 227200    9.74e-02  1.04e-01    1.02e-03  5.90e-04    4.80e-02  5.14e-02    3.0e-06
 227300    9.64e-02  9.10e-02    4.25e-04  3.47e-04    4.79e-02  4.52e-02    3.0e-06
 227400    9.71e-02  9.60e-02    9.30e-04  1.73e-03    4.79e-02  4.62e-02    3.0e-06
 227500    9.64e-02  9.28e-02    3.81e-04  2.74e-04    4.79e-02  4.61e-02    3.0e-06
 227600    9.75e-02  9.86e-02    1.08e-03  4.75e-04    4.79e-02  4.90e-02    3.0e-06
 227700    9.65e-02  1.01e-01    4.85e-04  4.60e-04    4.79e-02  5.00e-02    3.0e-06
 227800    9.73e-02  9.71e-02    9.90e-04  1.19e-03    4.79e-02  4.76e-02    3.0e-06
 227900    9.64e-02  9.86e-02    3.97e-04  1.28e-03    4.79e-02  4.82e-02    3.0e-06
 228000    9.46e-02  8.99e-02    4.17e-04  4.75e-04    4.79e-02  4.55e-02    2.9e-06
 228100    9.49e-02  9.25e-02    7.50e-04  3.16e-05    4.79e-02  4.69e-02    2.9e-06
 228200    9.46e-02  9.19e-02    3.88e-04  7.04e-04    4.79e-02  4.63e-02    2.9e-06
 228300    9.53e-02  9.16e-02    6.44e-04  5.68e-04    4.81e-02  4.63e-02    2.9e-06
 228400    9.56e-02  8.82e-02    1.06e-03  9.74e-04    4.79e-02  4.42e-02    2.9e-06
 228500    9.45e-02  9.10e-02    3.85e-04  1.95e-04    4.79e-02  4.61e-02    2.9e-06
 228600    9.56e-02  9.42e-02    1.05e-03  9.04e-04    4.79e-02  4.73e-02    2.9e-06
 228700    9.47e-02  9.52e-02    4.01e-04  4.98e-04    4.79e-02  4.82e-02    2.9e-06
 228800    9.47e-02  8.63e-02    5.16e-04  2.12e-04    4.79e-02  4.38e-02    2.9e-06
 228900    9.48e-02  9.17e-02    5.19e-04  3.20e-04    4.79e-02  4.64e-02    2.9e-06
 229000    9.46e-02  8.45e-02    4.24e-04  8.85e-05    4.79e-02  4.29e-02    2.9e-06
 229100    9.51e-02  9.81e-02    6.71e-04  8.72e-04    4.80e-02  4.94e-02    2.9e-06
 229200    9.49e-02  9.81e-02    6.18e-04  4.47e-04    4.79e-02  4.97e-02    2.9e-06
 229300    9.49e-02  9.50e-02    6.82e-04  3.27e-04    4.79e-02  4.81e-02    2.9e-06
 229400    9.51e-02  9.64e-02    6.37e-04  9.84e-04    4.80e-02  4.84e-02    2.9e-06
 229500    9.48e-02  9.03e-02    4.70e-04  2.00e-04    4.80e-02  4.58e-02    2.9e-06
 229600    9.58e-02  8.95e-02    1.15e-03  1.47e-03    4.79e-02  4.42e-02    2.9e-06
 229700    9.46e-02  9.74e-02    4.47e-04  7.01e-04    4.79e-02  4.91e-02    2.9e-06
 229800    9.49e-02  9.55e-02    7.26e-04  3.08e-04    4.79e-02  4.84e-02    2.9e-06
 229900    9.45e-02  8.84e-02    3.66e-04  2.99e-04    4.79e-02  4.48e-02    2.9e-06
 230000    9.28e-02  9.65e-02    4.28e-04  1.08e-04    4.79e-02  4.99e-02    2.7e-06
 230100    9.28e-02  9.10e-02    4.41e-04  4.39e-04    4.79e-02  4.70e-02    2.7e-06
 230200    9.40e-02  8.77e-02    1.13e-03  1.05e-03    4.79e-02  4.47e-02    2.7e-06
 230300    9.28e-02  9.87e-02    3.57e-04  2.67e-04    4.79e-02  5.10e-02    2.7e-06
 230400    9.29e-02  8.76e-02    4.93e-04  4.13e-05    4.79e-02  4.53e-02    2.7e-06
 230500    9.33e-02  9.48e-02    7.77e-04  1.01e-03    4.79e-02  4.85e-02    2.7e-06
 230600    9.34e-02  9.61e-02    8.35e-04  1.86e-04    4.79e-02  4.97e-02    2.7e-06
 230700    9.34e-02  9.26e-02    9.01e-04  1.58e-03    4.79e-02  4.65e-02    2.7e-06
 230800    9.31e-02  8.82e-02    3.83e-04  1.61e-04    4.80e-02  4.56e-02    2.7e-06
 230900    9.46e-02  9.79e-02    1.31e-03  1.32e-03    4.80e-02  4.97e-02    2.7e-06
 231000    9.30e-02  9.27e-02    5.77e-04  5.14e-04    4.79e-02  4.78e-02    2.7e-06
 231100    9.29e-02  8.68e-02    5.48e-04  2.08e-04    4.79e-02  4.49e-02    2.7e-06
 231200    9.29e-02  9.06e-02    5.43e-04  4.22e-04    4.79e-02  4.67e-02    2.7e-06
 231300    9.33e-02  9.32e-02    5.49e-04  7.12e-04    4.81e-02  4.79e-02    2.7e-06
 231400    9.28e-02  9.23e-02    4.56e-04  7.59e-04    4.79e-02  4.74e-02    2.7e-06
 231500    9.33e-02  9.46e-02    8.26e-04  8.07e-04    4.79e-02  4.85e-02    2.7e-06
 231600    9.29e-02  9.10e-02    4.31e-04  5.62e-04    4.79e-02  4.69e-02    2.7e-06
 231700    9.28e-02  9.11e-02    3.98e-04  1.03e-03    4.79e-02  4.65e-02    2.7e-06
 231800    9.42e-02  8.72e-02    1.20e-03  7.68e-04    4.79e-02  4.47e-02    2.7e-06
 231900    9.28e-02  8.42e-02    4.15e-04  6.77e-04    4.79e-02  4.33e-02    2.7e-06
 232000    9.11e-02  9.25e-02    3.81e-04  7.48e-04    4.79e-02  4.84e-02    2.6e-06
 232100    9.19e-02  8.49e-02    7.83e-04  5.81e-04    4.81e-02  4.45e-02    2.6e-06
 232200    9.11e-02  8.89e-02    4.03e-04  3.35e-04    4.79e-02  4.67e-02    2.6e-06
 232300    9.11e-02  9.06e-02    4.43e-04  2.48e-04    4.79e-02  4.77e-02    2.6e-06
 232400    9.12e-02  9.14e-02    5.05e-04  4.37e-04    4.79e-02  4.80e-02    2.6e-06
 232500    9.14e-02  9.80e-02    5.30e-04  6.19e-04    4.80e-02  5.14e-02    2.6e-06
 232600    9.15e-02  8.77e-02    4.07e-04  1.06e-04    4.81e-02  4.62e-02    2.6e-06
 232700    9.16e-02  9.05e-02    8.08e-04  7.85e-04    4.79e-02  4.73e-02    2.6e-06
 232800    9.21e-02  9.17e-02    1.10e-03  8.56e-04    4.78e-02  4.79e-02    2.6e-06
 232900    9.12e-02  8.62e-02    5.65e-04  3.72e-04    4.79e-02  4.53e-02    2.6e-06
 233000    9.11e-02  9.53e-02    3.79e-04  7.11e-04    4.79e-02  4.99e-02    2.6e-06
 233100    9.12e-02  9.12e-02    3.67e-04  3.14e-04    4.79e-02  4.80e-02    2.6e-06
 233200    9.14e-02  8.69e-02    6.89e-04  6.74e-04    4.79e-02  4.55e-02    2.6e-06
 233300    9.11e-02  8.82e-02    4.48e-04  5.62e-04    4.79e-02  4.63e-02    2.6e-06
 233400    9.26e-02  9.30e-02    1.07e-03  1.13e-03    4.81e-02  4.83e-02    2.6e-06
 233500    9.13e-02  9.28e-02    4.29e-04  8.68e-04    4.80e-02  4.85e-02    2.6e-06
 233600    9.10e-02  8.75e-02    3.68e-04  2.57e-04    4.79e-02  4.60e-02    2.6e-06
 233700    9.11e-02  8.81e-02    4.01e-04  1.43e-04    4.79e-02  4.64e-02    2.6e-06
 233800    9.16e-02  9.02e-02    7.33e-04  1.53e-04    4.79e-02  4.75e-02    2.6e-06
 233900    9.40e-02  8.66e-02    1.73e-03  1.31e-03    4.79e-02  4.46e-02    2.6e-06
 234000    8.99e-02  8.73e-02    7.32e-04  2.39e-04    4.79e-02  4.68e-02    2.5e-06
 234100    8.96e-02  9.25e-02    6.36e-04  3.15e-04    4.79e-02  4.95e-02    2.5e-06
 234200    8.96e-02  9.08e-02    5.35e-04  3.15e-04    4.79e-02  4.87e-02    2.5e-06
 234300    8.96e-02  8.81e-02    5.62e-04  7.84e-04    4.79e-02  4.69e-02    2.5e-06
 234400    9.03e-02  8.94e-02    9.80e-04  8.98e-04    4.79e-02  4.75e-02    2.5e-06
 234500    8.95e-02  9.47e-02    3.97e-04  2.56e-04    4.79e-02  5.07e-02    2.5e-06
 234600    8.95e-02  8.87e-02    4.51e-04  2.03e-04    4.79e-02  4.75e-02    2.5e-06
 234700    8.94e-02  8.28e-02    3.69e-04  3.59e-04    4.79e-02  4.43e-02    2.5e-06
 234800    8.95e-02  8.81e-02    4.73e-04  8.00e-04    4.79e-02  4.69e-02    2.5e-06
 234900    8.96e-02  8.42e-02    5.66e-04  2.80e-04    4.79e-02  4.51e-02    2.5e-06
 235000    9.24e-02  8.63e-02    1.71e-03  1.21e-03    4.79e-02  4.54e-02    2.5e-06
 235100    9.02e-02  9.20e-02    9.49e-04  1.34e-03    4.79e-02  4.83e-02    2.5e-06
 235200    8.96e-02  8.63e-02    5.18e-04  3.55e-05    4.79e-02  4.63e-02    2.5e-06
 235300    8.95e-02  9.01e-02    4.59e-04  8.71e-05    4.79e-02  4.83e-02    2.5e-06
 235400    9.02e-02  9.73e-02    9.76e-04  4.12e-04    4.79e-02  5.21e-02    2.5e-06
 235500    8.95e-02  8.46e-02    5.13e-04  8.97e-05    4.79e-02  4.54e-02    2.5e-06
 235600    8.95e-02  8.85e-02    4.28e-04  7.23e-05    4.79e-02  4.75e-02    2.5e-06
 235700    8.98e-02  8.71e-02    7.40e-04  5.81e-04    4.79e-02  4.65e-02    2.5e-06
 235800    9.00e-02  8.66e-02    8.05e-04  8.30e-04    4.79e-02  4.60e-02    2.5e-06
 235900    8.94e-02  8.95e-02    4.50e-04  1.94e-04    4.79e-02  4.80e-02    2.5e-06
 236000    8.79e-02  8.61e-02    4.20e-04  1.61e-04    4.79e-02  4.70e-02    2.4e-06
 236100    8.79e-02  8.96e-02    3.98e-04  1.05e-04    4.79e-02  4.89e-02    2.4e-06
 236200    8.78e-02  9.35e-02    3.71e-04  2.22e-04    4.79e-02  5.10e-02    2.4e-06
 236300    8.89e-02  8.59e-02    1.07e-03  2.22e-04    4.79e-02  4.69e-02    2.4e-06
 236400    8.79e-02  9.04e-02    4.82e-04  4.52e-04    4.79e-02  4.93e-02    2.4e-06
 236500    8.83e-02  8.73e-02    5.93e-04  2.80e-05    4.80e-02  4.77e-02    2.4e-06
 236600    8.78e-02  8.92e-02    3.67e-04  2.92e-04    4.79e-02  4.87e-02    2.4e-06
 236700    8.86e-02  8.33e-02    9.52e-04  8.51e-04    4.79e-02  4.51e-02    2.4e-06
 236800    8.85e-02  8.15e-02    8.46e-04  3.77e-04    4.79e-02  4.44e-02    2.4e-06
 236900    8.79e-02  8.36e-02    4.75e-04  2.18e-04    4.79e-02  4.57e-02    2.4e-06
 237000    8.81e-02  8.56e-02    6.35e-04  4.82e-04    4.79e-02  4.66e-02    2.4e-06
 237100    8.80e-02  8.85e-02    3.70e-04  4.66e-04    4.80e-02  4.82e-02    2.4e-06
 237200    8.80e-02  8.72e-02    5.65e-04  6.16e-04    4.79e-02  4.74e-02    2.4e-06
 237300    8.85e-02  8.17e-02    8.45e-04  1.20e-03    4.79e-02  4.37e-02    2.4e-06
 237400    8.78e-02  8.87e-02    4.01e-04  4.21e-04    4.79e-02  4.83e-02    2.4e-06
 237500    8.80e-02  8.92e-02    4.46e-04  8.19e-04    4.80e-02  4.83e-02    2.4e-06
 237600    8.79e-02  8.38e-02    4.54e-04  5.69e-04    4.79e-02  4.56e-02    2.4e-06
 237700    8.78e-02  8.67e-02    4.21e-04  3.12e-04    4.79e-02  4.73e-02    2.4e-06
 237800    8.81e-02  9.22e-02    6.04e-04  2.02e-04    4.79e-02  5.03e-02    2.4e-06
 237900    8.80e-02  8.00e-02    5.14e-04  9.23e-05    4.79e-02  4.37e-02    2.4e-06
 238000    8.68e-02  8.19e-02    6.47e-04  1.16e-04    4.80e-02  4.55e-02    2.2e-06
 238100    8.64e-02  9.06e-02    5.49e-04  1.02e-03    4.79e-02  4.98e-02    2.2e-06
 238200    8.69e-02  8.68e-02    5.67e-04  4.06e-04    4.81e-02  4.81e-02    2.2e-06
 238300    8.74e-02  7.69e-02    1.06e-03  4.55e-04    4.79e-02  4.26e-02    2.2e-06
 238400    8.67e-02  8.79e-02    6.09e-04  7.43e-06    4.80e-02  4.89e-02    2.2e-06
 238500    8.67e-02  8.71e-02    7.25e-04  6.42e-04    4.79e-02  4.82e-02    2.2e-06
 238600    8.63e-02  8.54e-02    3.72e-04  4.74e-04    4.79e-02  4.74e-02    2.2e-06
 238700    8.69e-02  9.16e-02    8.44e-04  1.03e-03    4.79e-02  5.03e-02    2.2e-06
 238800    8.64e-02  8.55e-02    4.15e-04  6.34e-04    4.79e-02  4.73e-02    2.2e-06
 238900    8.63e-02  9.15e-02    4.49e-04  3.08e-04    4.79e-02  5.08e-02    2.2e-06
 239000    8.62e-02  8.27e-02    3.85e-04  8.75e-04    4.79e-02  4.55e-02    2.2e-06
 239100    8.63e-02  8.64e-02    3.92e-04  3.31e-04    4.79e-02  4.80e-02    2.2e-06
 239200    8.75e-02  8.70e-02    8.89e-04  4.63e-04    4.82e-02  4.83e-02    2.2e-06
 239300    8.63e-02  8.71e-02    4.49e-04  5.01e-05    4.79e-02  4.84e-02    2.2e-06
 239400    8.65e-02  9.27e-02    3.67e-04  4.25e-05    4.80e-02  5.15e-02    2.2e-06
 239500    8.67e-02  8.42e-02    5.84e-04  4.39e-04    4.80e-02  4.67e-02    2.2e-06
 239600    8.70e-02  8.97e-02    9.09e-04  5.95e-04    4.79e-02  4.97e-02    2.2e-06
 239700    8.65e-02  8.48e-02    4.97e-04  1.08e-04    4.79e-02  4.72e-02    2.2e-06
 239800    8.63e-02  8.70e-02    4.22e-04  9.03e-05    4.79e-02  4.84e-02    2.2e-06
 239900    8.64e-02  8.36e-02    5.50e-04  6.37e-04    4.79e-02  4.62e-02    2.2e-06
 240000    8.49e-02  8.36e-02    4.84e-04  1.07e-03    4.79e-02  4.66e-02    2.1e-06
 240100    8.51e-02  8.01e-02    4.71e-04  5.87e-04    4.80e-02  4.51e-02    2.1e-06
 240200    8.47e-02  8.39e-02    4.09e-04  9.68e-04    4.78e-02  4.69e-02    2.1e-06
 240300    8.47e-02  7.36e-02    3.71e-04  5.29e-05    4.79e-02  4.17e-02    2.1e-06
 240400    8.57e-02  7.49e-02    9.64e-04  4.97e-04    4.79e-02  4.22e-02    2.1e-06
 240500    8.49e-02  8.64e-02    5.51e-04  1.04e-04    4.79e-02  4.89e-02    2.1e-06
 240600    8.56e-02  8.35e-02    8.97e-04  9.92e-04    4.79e-02  4.66e-02    2.1e-06
 240700    8.47e-02  8.69e-02    3.95e-04  2.73e-05    4.79e-02  4.92e-02    2.1e-06
 240800    8.55e-02  8.78e-02    8.98e-04  1.53e-03    4.79e-02  4.82e-02    2.1e-06
 240900    8.48e-02  8.63e-02    3.73e-04  1.13e-04    4.79e-02  4.88e-02    2.1e-06
 241000    8.47e-02  8.40e-02    3.88e-04  7.51e-04    4.79e-02  4.72e-02    2.1e-06
 241100    8.47e-02  8.84e-02    3.90e-04  1.73e-04    4.78e-02  5.00e-02    2.1e-06
 241200    8.59e-02  8.72e-02    9.61e-04  9.17e-04    4.80e-02  4.88e-02    2.1e-06
 241300    8.48e-02  8.92e-02    4.23e-04  2.47e-04    4.79e-02  5.04e-02    2.1e-06
 241400    8.48e-02  8.44e-02    4.80e-04  2.25e-05    4.79e-02  4.78e-02    2.1e-06
 241500    8.48e-02  7.83e-02    3.84e-04  2.72e-04    4.79e-02  4.42e-02    2.1e-06
 241600    8.52e-02  8.59e-02    7.58e-04  8.24e-04    4.79e-02  4.82e-02    2.1e-06
 241700    8.54e-02  9.33e-02    8.22e-04  4.81e-04    4.79e-02  5.26e-02    2.1e-06
 241800    8.48e-02  8.34e-02    4.21e-04  4.23e-05    4.79e-02  4.72e-02    2.1e-06
 241900    8.48e-02  8.39e-02    4.07e-04  2.06e-04    4.79e-02  4.74e-02    2.1e-06
 242000    8.38e-02  8.21e-02    6.63e-04  4.67e-05    4.79e-02  4.73e-02    2.0e-06
 242100    8.33e-02  8.37e-02    4.16e-04  2.00e-04    4.79e-02  4.82e-02    2.0e-06
 242200    8.34e-02  7.79e-02    4.29e-04  1.79e-04    4.79e-02  4.48e-02    2.0e-06
 242300    8.34e-02  8.64e-02    4.49e-04  9.32e-04    4.79e-02  4.92e-02    2.0e-06
 242400    8.42e-02  7.90e-02    9.34e-04  7.51e-04    4.79e-02  4.51e-02    2.0e-06
 242500    8.34e-02  7.69e-02    4.23e-04  1.70e-04    4.79e-02  4.43e-02    2.0e-06
 242600    8.46e-02  8.87e-02    1.13e-03  1.72e-03    4.79e-02  4.92e-02    2.0e-06
 242700    8.32e-02  7.50e-02    3.64e-04  2.91e-04    4.78e-02  4.31e-02    2.0e-06
 242800    8.35e-02  8.87e-02    5.71e-04  3.37e-05    4.79e-02  5.11e-02    2.0e-06
 242900    8.44e-02  8.27e-02    1.05e-03  1.43e-03    4.79e-02  4.62e-02    2.0e-06
 243000    8.36e-02  8.58e-02    3.73e-04  2.01e-04    4.81e-02  4.94e-02    2.0e-06
 243100    8.40e-02  8.09e-02    7.58e-04  2.20e-04    4.80e-02  4.66e-02    2.0e-06
 243200    8.33e-02  8.20e-02    3.72e-04  4.27e-04    4.79e-02  4.71e-02    2.0e-06
 243300    8.40e-02  8.64e-02    8.69e-04  5.91e-04    4.79e-02  4.95e-02    2.0e-06
 243400    8.33e-02  7.97e-02    3.98e-04  1.58e-04    4.79e-02  4.59e-02    2.0e-06
 243500    8.33e-02  7.68e-02    4.12e-04  2.64e-04    4.79e-02  4.42e-02    2.0e-06
 243600    8.34e-02  8.00e-02    3.94e-04  8.58e-05    4.79e-02  4.60e-02    2.0e-06
 243700    8.33e-02  8.57e-02    3.73e-04  1.01e-03    4.79e-02  4.87e-02    2.0e-06
 243800    8.38e-02  7.27e-02    7.48e-04  4.37e-04    4.79e-02  4.17e-02    2.0e-06
 243900    8.33e-02  7.99e-02    3.93e-04  1.42e-04    4.79e-02  4.60e-02    2.0e-06
 244000    8.20e-02  7.25e-02    4.64e-04  6.55e-04    4.79e-02  4.21e-02    1.9e-06
 244100    8.20e-02  8.47e-02    4.53e-04  3.95e-04    4.79e-02  4.95e-02    1.9e-06
 244200    8.26e-02  8.67e-02    8.61e-04  7.96e-04    4.79e-02  5.03e-02    1.9e-06
 244300    8.19e-02  7.31e-02    3.67e-04  1.08e-04    4.79e-02  4.28e-02    1.9e-06
 244400    8.31e-02  9.12e-02    1.08e-03  1.24e-03    4.79e-02  5.25e-02    1.9e-06
 244500    8.21e-02  8.12e-02    5.10e-04  7.99e-04    4.79e-02  4.71e-02    1.9e-06
 244600    8.21e-02  8.51e-02    5.94e-04  1.02e-03    4.79e-02  4.92e-02    1.9e-06
 244700    8.33e-02  8.54e-02    1.13e-03  4.11e-04    4.79e-02  4.99e-02    1.9e-06
 244800    8.19e-02  8.46e-02    4.15e-04  1.89e-04    4.79e-02  4.95e-02    1.9e-06
 244900    8.21e-02  8.95e-02    5.06e-04  2.43e-04    4.79e-02  5.24e-02    1.9e-06
 245000    8.30e-02  8.27e-02    1.05e-03  9.85e-04    4.79e-02  4.77e-02    1.9e-06
 245100    8.19e-02  7.69e-02    3.85e-04  1.31e-04    4.79e-02  4.50e-02    1.9e-06
 245200    8.25e-02  7.82e-02    6.57e-04  5.93e-04    4.80e-02  4.55e-02    1.9e-06
 245300    8.19e-02  7.62e-02    4.08e-04  1.46e-04    4.79e-02  4.46e-02    1.9e-06
 245400    8.23e-02  7.96e-02    6.49e-04  7.17e-04    4.79e-02  4.62e-02    1.9e-06
 245500    8.19e-02  8.30e-02    3.99e-04  6.69e-04    4.78e-02  4.83e-02    1.9e-06
 245600    8.24e-02  7.79e-02    7.38e-04  8.86e-04    4.79e-02  4.51e-02    1.9e-06
 245700    8.20e-02  8.78e-02    5.33e-04  6.80e-04    4.79e-02  5.11e-02    1.9e-06
 245800    8.19e-02  8.66e-02    4.34e-04  1.27e-04    4.78e-02  5.07e-02    1.9e-06
 245900    8.25e-02  7.78e-02    6.87e-04  6.66e-04    4.80e-02  4.53e-02    1.9e-06
 246000    8.06e-02  7.43e-02    4.76e-04  1.18e-04    4.78e-02  4.42e-02    1.8e-06
 246100    8.07e-02  8.07e-02    4.06e-04  4.48e-04    4.79e-02  4.79e-02    1.8e-06
 246200    8.07e-02  8.16e-02    5.10e-04  2.75e-05    4.79e-02  4.86e-02    1.8e-06
 246300    8.07e-02  7.78e-02    5.15e-04  2.03e-04    4.79e-02  4.63e-02    1.8e-06
 246400    8.07e-02  7.64e-02    4.81e-04  1.98e-04    4.79e-02  4.55e-02    1.8e-06
 246500    8.15e-02  8.00e-02    9.91e-04  7.26e-04    4.79e-02  4.73e-02    1.8e-06
 246600    8.07e-02  8.07e-02    5.05e-04  5.52e-05    4.79e-02  4.80e-02    1.8e-06
 246700    8.12e-02  8.45e-02    8.28e-04  7.17e-04    4.79e-02  5.00e-02    1.8e-06
 246800    8.11e-02  7.84e-02    8.07e-04  5.37e-04    4.79e-02  4.65e-02    1.8e-06
 246900    8.13e-02  8.08e-02    8.61e-04  5.49e-04    4.79e-02  4.79e-02    1.8e-06
 247000    8.09e-02  8.32e-02    6.32e-04  2.76e-04    4.79e-02  4.95e-02    1.8e-06
 247100    8.32e-02  8.07e-02    1.49e-03  7.62e-04    4.80e-02  4.77e-02    1.8e-06
 247200    8.05e-02  7.26e-02    3.76e-04  3.90e-04    4.79e-02  4.31e-02    1.8e-06
 247300    8.08e-02  7.89e-02    6.22e-04  8.21e-04    4.78e-02  4.65e-02    1.8e-06
 247400    8.06e-02  8.38e-02    3.78e-04  2.15e-04    4.79e-02  4.99e-02    1.8e-06
 247500    8.05e-02  8.23e-02    3.97e-04  1.72e-04    4.79e-02  4.90e-02    1.8e-06
 247600    8.09e-02  8.59e-02    6.75e-04  1.03e-03    4.79e-02  5.04e-02    1.8e-06
 247700    8.08e-02  8.10e-02    4.71e-04  1.97e-04    4.80e-02  4.82e-02    1.8e-06
 247800    8.08e-02  7.89e-02    5.40e-04  1.81e-04    4.79e-02  4.70e-02    1.8e-06
 247900    8.17e-02  7.65e-02    1.07e-03  3.51e-04    4.78e-02  4.55e-02    1.8e-06
 248000    7.93e-02  8.10e-02    3.64e-04  3.14e-04    4.79e-02  4.89e-02    1.7e-06
 248100    7.93e-02  8.07e-02    3.82e-04  1.87e-04    4.79e-02  4.88e-02    1.7e-06
 248200    7.92e-02  7.83e-02    3.71e-04  1.57e-04    4.78e-02  4.74e-02    1.7e-06
 248300    7.96e-02  7.43e-02    6.75e-04  1.12e-03    4.78e-02  4.40e-02    1.7e-06
 248400    7.96e-02  7.26e-02    6.30e-04  7.35e-04    4.79e-02  4.35e-02    1.7e-06
 248500    7.98e-02  8.22e-02    7.32e-04  1.14e-03    4.79e-02  4.89e-02    1.7e-06
 248600    7.93e-02  8.32e-02    3.61e-04  9.13e-05    4.79e-02  5.04e-02    1.7e-06
 248700    7.93e-02  8.14e-02    4.02e-04  7.61e-04    4.79e-02  4.89e-02    1.7e-06
 248800    7.92e-02  8.01e-02    3.88e-04  5.13e-04    4.79e-02  4.83e-02    1.7e-06
 248900    7.98e-02  7.21e-02    7.82e-04  6.86e-04    4.79e-02  4.33e-02    1.7e-06
 249000    7.95e-02  7.98e-02    5.60e-04  5.56e-04    4.79e-02  4.81e-02    1.7e-06
 249100    7.96e-02  8.08e-02    6.67e-04  6.07e-05    4.79e-02  4.89e-02    1.7e-06
 249200    7.93e-02  7.75e-02    3.62e-04  7.85e-04    4.79e-02  4.64e-02    1.7e-06
 249300    7.94e-02  7.94e-02    5.40e-04  1.38e-03    4.79e-02  4.66e-02    1.7e-06
 249400    7.95e-02  7.91e-02    5.78e-04  4.06e-04    4.79e-02  4.77e-02    1.7e-06
 249500    7.92e-02  7.50e-02    3.66e-04  4.98e-05    4.78e-02  4.54e-02    1.7e-06
 249600    7.92e-02  7.33e-02    3.78e-04  2.33e-04    4.79e-02  4.43e-02    1.7e-06
 249700    7.94e-02  7.63e-02    4.96e-04  6.91e-05    4.79e-02  4.62e-02    1.7e-06
 249800    7.94e-02  7.55e-02    4.86e-04  4.22e-04    4.79e-02  4.56e-02    1.7e-06
 249900    7.92e-02  7.65e-02    4.09e-04  3.51e-04    4.78e-02  4.62e-02    1.7e-06
 250000    7.80e-02  7.13e-02    3.68e-04  5.19e-04    4.79e-02  4.37e-02    1.6e-06
 250100    7.86e-02  7.99e-02    7.75e-04  5.72e-07    4.79e-02  4.92e-02    1.6e-06
 250200    7.81e-02  7.95e-02    4.64e-04  3.07e-04    4.79e-02  4.89e-02    1.6e-06
 250300    7.87e-02  8.48e-02    8.92e-04  1.19e-03    4.78e-02  5.12e-02    1.6e-06
 250400    7.84e-02  7.39e-02    7.14e-04  3.04e-05    4.79e-02  4.54e-02    1.6e-06
 250500    7.80e-02  6.95e-02    3.79e-04  3.88e-04    4.79e-02  4.26e-02    1.6e-06
 250600    7.80e-02  8.25e-02    3.91e-04  1.66e-04    4.79e-02  5.07e-02    1.6e-06
 250700    7.79e-02  7.16e-02    3.89e-04  4.27e-04    4.78e-02  4.39e-02    1.6e-06
 250800    7.82e-02  7.85e-02    6.14e-04  3.96e-04    4.78e-02  4.82e-02    1.6e-06
 250900    7.80e-02  7.98e-02    4.60e-04  2.21e-04    4.79e-02  4.91e-02    1.6e-06
 251000    7.79e-02  7.55e-02    3.70e-04  2.70e-04    4.78e-02  4.64e-02    1.6e-06
 251100    7.83e-02  7.78e-02    6.55e-04  3.16e-04    4.79e-02  4.78e-02    1.6e-06
 251200    7.80e-02  7.97e-02    3.72e-04  4.08e-04    4.79e-02  4.89e-02    1.6e-06
 251300    7.79e-02  8.00e-02    3.69e-04  5.36e-04    4.78e-02  4.90e-02    1.6e-06
 251400    7.87e-02  7.92e-02    8.60e-04  6.06e-04    4.79e-02  4.85e-02    1.6e-06
 251500    7.90e-02  7.66e-02    9.70e-04  7.88e-04    4.79e-02  4.67e-02    1.6e-06
 251600    8.01e-02  7.65e-02    1.38e-03  5.56e-04    4.78e-02  4.68e-02    1.6e-06
 251700    7.82e-02  7.28e-02    5.74e-04  7.79e-04    4.79e-02  4.43e-02    1.6e-06
 251800    7.82e-02  7.22e-02    5.93e-04  4.75e-04    4.78e-02  4.42e-02    1.6e-06
 251900    7.79e-02  8.11e-02    3.65e-04  3.22e-04    4.79e-02  4.98e-02    1.6e-06
 252000    7.70e-02  7.23e-02    5.44e-04  4.57e-04    4.79e-02  4.50e-02    1.6e-06
 252100    7.71e-02  7.80e-02    6.25e-04  4.64e-04    4.79e-02  4.86e-02    1.6e-06
 252200    7.67e-02  7.16e-02    3.75e-04  1.34e-04    4.78e-02  4.47e-02    1.6e-06
 252300    7.71e-02  7.73e-02    6.85e-04  7.22e-04    4.78e-02  4.79e-02    1.6e-06
 252400    7.69e-02  7.83e-02    4.76e-04  4.02e-04    4.79e-02  4.88e-02    1.6e-06
 252500    7.67e-02  7.43e-02    4.11e-04  6.04e-05    4.78e-02  4.64e-02    1.6e-06
 252600    7.78e-02  8.24e-02    9.83e-04  7.26e-04    4.79e-02  5.11e-02    1.6e-06
 252700    7.67e-02  7.07e-02    3.74e-04  4.18e-04    4.79e-02  4.40e-02    1.6e-06
 252800    7.67e-02  8.42e-02    3.75e-04  1.43e-04    4.78e-02  5.26e-02    1.6e-06
